activation_bits,bits,block_size,codebook,compute_interpretation,cosine,element_format,layer_index,levels,method,mxfp4_group_size,original_finite_ratio,original_inf_count,original_kurtosis,original_max_mean_ratio,original_mean,original_nan_count,original_numel,original_outlier_ratio_3sigma,original_std,quantizer_type,relative_mse,rotated_finite_ratio,rotated_inf_count,rotated_kurtosis,rotated_max_mean_ratio,rotated_mean,rotated_nan_count,rotated_numel,rotated_outlier_ratio_3sigma,rotated_std,rotation,rotation_backend,rotation_seed,scale_count,scale_format,scale_granularity,site,sqnr_db
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9971513152122498,,0,16,rot_lm,,1.0,0,3104.332763671875,526.7015991210938,3.222845771233551e-05,0,2883584,0.00659318407997489,0.0031951419077813625,non-uniform codebook,0.007962392643094063,1.0,0,30.835290908813477,37.71726608276367,4.6808895604044665e-06,0,2883584,0.017736954614520073,0.0031952967401593924,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_intermediate,20.98956298828125
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9835965633392334,,0,8,rot_lm,,1.0,0,3104.332763671875,526.7015991210938,3.222845771233551e-05,0,2883584,0.00659318407997489,0.0031951419077813625,non-uniform codebook,0.034750934690237045,1.0,0,30.835290908813477,37.71726608276367,4.6808895604044665e-06,0,2883584,0.017736954614520073,0.0031952967401593924,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_intermediate,14.59033489227295
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9923693537712097,E2M1,1,,mxfp4,32,1.0,0,1303.0875244140625,297.4371337890625,-0.0032707119826227427,0,1048576,0.006051063537597656,0.20746102929115295,mxfp4_e2m1_fake_quant,0.017367113381624222,1.0,0,11.214725494384766,10.251492500305176,0.0039243875071406364,0,1048576,0.04951953887939453,0.20744985342025757,none,none,,32768,E8M0_like_power2,group_power2,attn_input,17.602724075317383
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.995608925819397,E2M1,1,,rot_mxfp4,32,1.0,0,1303.0875244140625,297.4371337890625,-0.0032707119826227427,0,1048576,0.006051063537597656,0.20746102929115295,mxfp4_e2m1_fake_quant,0.009916424751281738,1.0,0,11.214725494384766,10.251492500305176,0.0039243875071406364,0,1048576,0.04951953887939453,0.20744985342025757,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,attn_input,20.036449432373047
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9966322183609009,,1,16,rot_lm,,1.0,0,1303.0875244140625,297.4371337890625,-0.0032707119826227427,0,1048576,0.006051063537597656,0.20746102929115295,non-uniform codebook,0.007755708415061235,1.0,0,11.214725494384766,10.251492500305176,0.0039243875071406364,0,1048576,0.04951953887939453,0.20744985342025757,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,21.103784561157227
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9808918237686157,,1,8,rot_lm,,1.0,0,1303.0875244140625,297.4371337890625,-0.0032707119826227427,0,1048576,0.006051063537597656,0.20746102929115295,non-uniform codebook,0.038857486099004745,1.0,0,11.214725494384766,10.251492500305176,0.0039243875071406364,0,1048576,0.04951953887939453,0.20744985342025757,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,14.105253219604492
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9924378991127014,E2M1,1,,mxfp4,32,1.0,0,6.201016902923584,11.433354377746582,0.10000815987586975,0,1048576,0.014309883117675781,0.8248991966247559,mxfp4_e2m1_fake_quant,0.015219432301819324,1.0,0,5.424569606781006,9.379518508911133,0.027182400226593018,0,1048576,0.013777732849121094,0.8304964900016785,none,none,,32768,E8M0_like_power2,group_power2,q_proj_out,18.176015853881836
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9932777285575867,E2M1,1,,rot_mxfp4,32,1.0,0,6.201016902923584,11.433354377746582,0.10000815987586975,0,1048576,0.014309883117675781,0.8248991966247559,mxfp4_e2m1_fake_quant,0.01351706963032484,1.0,0,5.424569606781006,9.379518508911133,0.027182400226593018,0,1048576,0.013777732849121094,0.8304964900016785,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,q_proj_out,18.691173553466797
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9938528537750244,,1,16,rot_lm,,1.0,0,6.201016902923584,11.433354377746582,0.10000815987586975,0,1048576,0.014309883117675781,0.8248991966247559,non-uniform codebook,0.012629957869648933,1.0,0,5.424569606781006,9.379518508911133,0.027182400226593018,0,1048576,0.013777732849121094,0.8304964900016785,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,18.985980987548828
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9767484664916992,,1,8,rot_lm,,1.0,0,6.201016902923584,11.433354377746582,0.10000815987586975,0,1048576,0.014309883117675781,0.8248991966247559,non-uniform codebook,0.04714285209774971,1.0,0,5.424569606781006,9.379518508911133,0.027182400226593018,0,1048576,0.013777732849121094,0.8304964900016785,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,13.265840530395508
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9926987886428833,E2M1,1,,mxfp4,32,1.0,0,3.458397150039673,5.338515758514404,0.08690115809440613,0,131072,0.0048828125,2.3667054176330566,mxfp4_e2m1_fake_quant,0.014560147188603878,1.0,0,3.148130416870117,4.621037483215332,0.36580273509025574,0,131072,0.0034332275390625,2.3398876190185547,none,none,,4096,E8M0_like_power2,group_power2,k_proj_out,18.36834144592285
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9928815364837646,E2M1,1,,rot_mxfp4,32,1.0,0,3.458397150039673,5.338515758514404,0.08690115809440613,0,131072,0.0048828125,2.3667054176330566,mxfp4_e2m1_fake_quant,0.014287867583334446,1.0,0,3.148130416870117,4.621037483215332,0.36580273509025574,0,131072,0.0034332275390625,2.3398876190185547,block_hadamard_last_dim,hadamard,11,4096,E8M0_like_power2,group_power2,k_proj_out,18.45032501220703
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.995671808719635,,1,16,rot_lm,,1.0,0,3.458397150039673,5.338515758514404,0.08690115809440613,0,131072,0.0048828125,2.3667054176330566,non-uniform codebook,0.008630497381091118,1.0,0,3.148130416870117,4.621037483215332,0.36580273509025574,0,131072,0.0034332275390625,2.3398876190185547,block_hadamard_last_dim,hadamard,11,,,block_rms,k_proj_out,20.63964080810547
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9829800724983215,,1,8,rot_lm,,1.0,0,3.458397150039673,5.338515758514404,0.08690115809440613,0,131072,0.0048828125,2.3667054176330566,non-uniform codebook,0.03376108407974243,1.0,0,3.148130416870117,4.621037483215332,0.36580273509025574,0,131072,0.0034332275390625,2.3398876190185547,block_hadamard_last_dim,hadamard,11,,,block_rms,k_proj_out,14.715835571289062
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9897395372390747,E2M1,1,,mxfp4,32,1.0,0,15.352506637573242,17.474987030029297,-0.000492341467179358,0,131072,0.0189056396484375,0.03165262192487717,mxfp4_e2m1_fake_quant,0.02044198289513588,1.0,0,3.9668240547180176,7.319562911987305,0.0003404381568543613,0,131072,0.0080718994140625,0.03165473788976669,none,none,,4096,E8M0_like_power2,group_power2,v_proj_out,16.8947696685791
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9933372139930725,E2M1,1,,rot_mxfp4,32,1.0,0,15.352506637573242,17.474987030029297,-0.000492341467179358,0,131072,0.0189056396484375,0.03165262192487717,mxfp4_e2m1_fake_quant,0.013358519412577152,1.0,0,3.9668240547180176,7.319562911987305,0.0003404381568543613,0,131072,0.0080718994140625,0.03165473788976669,block_hadamard_last_dim,hadamard,11,4096,E8M0_like_power2,group_power2,v_proj_out,18.742416381835938
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9955260753631592,,1,16,rot_lm,,1.0,0,15.352506637573242,17.474987030029297,-0.000492341467179358,0,131072,0.0189056396484375,0.03165262192487717,non-uniform codebook,0.008932607248425484,1.0,0,3.9668240547180176,7.319562911987305,0.0003404381568543613,0,131072,0.0080718994140625,0.03165473788976669,block_hadamard_last_dim,hadamard,11,,,block_rms,v_proj_out,20.490217208862305
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9835596680641174,,1,8,rot_lm,,1.0,0,15.352506637573242,17.474987030029297,-0.000492341467179358,0,131072,0.0189056396484375,0.03165262192487717,non-uniform codebook,0.032631587237119675,1.0,0,3.9668240547180176,7.319562911987305,0.0003404381568543613,0,131072,0.0080718994140625,0.03165473788976669,block_hadamard_last_dim,hadamard,11,,,block_rms,v_proj_out,14.863616943359375
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9923737645149231,E2M1,1,,mxfp4,32,1.0,0,5.15013313293457,20.059213638305664,-0.0003209792193956673,0,1048576,0.00705718994140625,0.09370652586221695,mxfp4_e2m1_fake_quant,0.015300476923584938,1.0,0,3.2687668800354004,6.907982349395752,0.0006403753068298101,0,1048576,0.004161834716796875,0.09370484948158264,none,none,,32768,E8M0_like_power2,group_power2,ffn_input,18.152950286865234
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.993216335773468,E2M1,1,,rot_mxfp4,32,1.0,0,5.15013313293457,20.059213638305664,-0.0003209792193956673,0,1048576,0.00705718994140625,0.09370652586221695,mxfp4_e2m1_fake_quant,0.01359774824231863,1.0,0,3.2687668800354004,6.907982349395752,0.0006403753068298101,0,1048576,0.004161834716796875,0.09370484948158264,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,ffn_input,18.66533088684082
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.995385468006134,,1,16,rot_lm,,1.0,0,5.15013313293457,20.059213638305664,-0.0003209792193956673,0,1048576,0.00705718994140625,0.09370652586221695,non-uniform codebook,0.009318350814282894,1.0,0,3.2687668800354004,6.907982349395752,0.0006403753068298101,0,1048576,0.004161834716796875,0.09370484948158264,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_input,20.306608200073242
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9830079674720764,,1,8,rot_lm,,1.0,0,5.15013313293457,20.059213638305664,-0.0003209792193956673,0,1048576,0.00705718994140625,0.09370652586221695,non-uniform codebook,0.03379857912659645,1.0,0,3.2687668800354004,6.907982349395752,0.0006403753068298101,0,1048576,0.004161834716796875,0.09370484948158264,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_input,14.711015701293945
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9902474880218506,E2M1,1,,mxfp4,32,1.0,0,521.0617065429688,337.6380920410156,-3.9901960917632096e-06,0,2883584,0.016820387914776802,0.005979600362479687,mxfp4_e2m1_fake_quant,0.021895604208111763,1.0,0,9.79378890991211,22.496597290039062,-1.2451040674932301e-05,0,2883584,0.016532551497220993,0.005979582201689482,none,none,,90112,E8M0_like_power2,group_power2,ffn_intermediate,16.5964298248291
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.994207501411438,E2M1,1,,rot_mxfp4,32,1.0,0,521.0617065429688,337.6380920410156,-3.9901960917632096e-06,0,2883584,0.016820387914776802,0.005979600362479687,mxfp4_e2m1_fake_quant,0.013015735894441605,1.0,0,9.79378890991211,22.496597290039062,-1.2451040674932301e-05,0,2883584,0.016532551497220993,0.005979582201689482,block_hadamard_last_dim,hadamard,11,90112,E8M0_like_power2,group_power2,ffn_intermediate,18.85531234741211
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9965196847915649,,1,16,rot_lm,,1.0,0,521.0617065429688,337.6380920410156,-3.9901960917632096e-06,0,2883584,0.016820387914776802,0.005979600362479687,non-uniform codebook,0.008721895515918732,1.0,0,9.79378890991211,22.496597290039062,-1.2451040674932301e-05,0,2883584,0.016532551497220993,0.005979582201689482,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_intermediate,20.593891143798828
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9845302104949951,,1,8,rot_lm,,1.0,0,521.0617065429688,337.6380920410156,-3.9901960917632096e-06,0,2883584,0.016820387914776802,0.005979600362479687,non-uniform codebook,0.032433487474918365,1.0,0,9.79378890991211,22.496597290039062,-1.2451040674932301e-05,0,2883584,0.016532551497220993,0.005979582201689482,block_hadamard_last_dim,hadamard,11,,,block_rms,ffn_intermediate,14.890064239501953
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.9894230365753174,E2M1,2,,mxfp4,32,1.0,0,459.1690368652344,138.51609802246094,-0.002217260655015707,0,1048576,0.011781692504882812,0.21947702765464783,mxfp4_e2m1_fake_quant,0.021970489993691444,1.0,0,5.666855812072754,7.922632694244385,0.006253192201256752,0,1048576,0.018907546997070312,0.2193986475467682,none,none,,32768,E8M0_like_power2,group_power2,attn_input,16.581602096557617
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9945647120475769,E2M1,2,,rot_mxfp4,32,1.0,0,459.1690368652344,138.51609802246094,-0.002217260655015707,0,1048576,0.011781692504882812,0.21947702765464783,mxfp4_e2m1_fake_quant,0.011526511050760746,1.0,0,5.666855812072754,7.922632694244385,0.006253192201256752,0,1048576,0.018907546997070312,0.2193986475467682,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,attn_input,19.38302230834961
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9963236451148987,,2,16,rot_lm,,1.0,0,459.1690368652344,138.51609802246094,-0.002217260655015707,0,1048576,0.011781692504882812,0.21947702765464783,non-uniform codebook,0.008076732978224754,1.0,0,5.666855812072754,7.922632694244385,0.006253192201256752,0,1048576,0.018907546997070312,0.2193986475467682,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,20.927642822265625
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9853628873825073,,2,8,rot_lm,,1.0,0,459.1690368652344,138.51609802246094,-0.002217260655015707,0,1048576,0.011781692504882812,0.21947702765464783,non-uniform codebook,0.030130865052342415,1.0,0,5.666855812072754,7.922632694244385,0.006253192201256752,0,1048576,0.018907546997070312,0.2193986475467682,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,15.209883689880371
4,4,128,,MXFP4 E2M1 fake quant with 32-value group scales,0.991669774055481,E2M1,2,,mxfp4,32,1.0,0,6.744930267333984,12.24967098236084,0.0018195416778326035,0,1048576,0.016524314880371094,0.8006288409233093,mxfp4_e2m1_fake_quant,0.016740761697292328,1.0,0,5.171779632568359,9.21644401550293,0.007622906472533941,0,1048576,0.012651443481445312,0.8005934953689575,none,none,,32768,E8M0_like_power2,group_power2,q_proj_out,17.76224708557129
4,4,128,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9931250214576721,E2M1,2,,rot_mxfp4,32,1.0,0,6.744930267333984,12.24967098236084,0.0018195416778326035,0,1048576,0.016524314880371094,0.8006288409233093,mxfp4_e2m1_fake_quant,0.013769733719527721,1.0,0,5.171779632568359,9.21644401550293,0.007622906472533941,0,1048576,0.012651443481445312,0.8005934953689575,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,q_proj_out,18.61074447631836
4,4,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9929101467132568,,2,16,rot_lm,,1.0,0,6.744930267333984,12.24967098236084,0.0018195416778326035,0,1048576,0.016524314880371094,0.8006288409233093,non-uniform codebook,0.014495762065052986,1.0,0,5.171779632568359,9.21644401550293,0.007622906472533941,0,1048576,0.012651443481445312,0.8005934953689575,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,18.387588500976562
3,3,128,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9758037328720093,,2,8,rot_lm,,1.0,0,6.744930267333984,12.24967098236084,0.0018195416778326035,0,1048576,0.016524314880371094,0.8006288409233093,non-uniform codebook,0.04896464943885803,1.0,0,5.171779632568359,9.21644401550293,0.007622906472533941,0,1048576,0.012651443481445312,0.8005934953689575,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,13.101173400878906
